<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"><link href="TREC_UTARELS_0_tiedostot/screen.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_004.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_003.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_002.css" rel="stylesheet" type="text/css"></head><body><div class="fixed leftAlign">
400,00;"LA123090-0031";0,00<br>
400,00;"LA041589-0028";0,00<br>
400,00;"FT931-3466";0,00<br>
400,00;"LA060990-0006";0,00<br>
400,00;"FT923-5695";0,00<br>
400,00;"LA110989-0176";0,00<br>
400,00;"FT933-3607";0,00<br>
400,00;"LA042090-0009";0,00<br>
400,00;"FT943-16062";0,00<br>
400,00;"LA060990-0018";0,00<br>
400,00;"FT944-10636";0,00<br>
400,00;"LA070890-0035";0,00<br>
400,00;"LA011790-0113";0,00<br>
400,00;"FT942-13537";0,00<br>
400,00;"LA120489-0093";0,00<br>
400,00;"LA051289-0138";0,00<br>
400,00;"FT934-5297";0,00<br>
400,00;"LA022090-0112";0,00<br>
400,00;"FT924-2553";0,00<br>
400,00;"FT942-11816";0,00<br>
400,00;"FT924-2255";0,00<br>
400,00;"FT942-9110";0,00<br>
400,00;"FT924-2556";0,00<br>
400,00;"LA112090-0120";0,00<br>
400,00;"FT924-12989";0,00<br>
400,00;"FT932-7114";0,00<br>
400,00;"FT933-9718";0,00<br>
400,00;"LA082789-0191";0,00<br>
400,00;"LA101589-0082";0,00<br>
400,00;"LA071290-0117";0,00<br>
400,00;"LA032590-0057";0,00<br>
400,00;"LA080690-0029";0,00<br>
405,00;"FT934-3086";0,00<br>
405,00;"FT943-14095";0,00<br>
405,00;"FT933-8182";0,00<br>
405,00;"LA062390-0134";0,00<br>
405,00;"FT942-5875";0,00<br>
405,00;"FT922-8685";0,00<br>
405,00;"FBIS3-41454";0,00<br>
405,00;"FT943-3351";0,00<br>
405,00;"FBIS4-17685";0,00<br>
405,00;"FR940831-2-00048";0,00<br>
405,00;"LA053190-0193";0,00<br>
405,00;"LA050190-0030";0,00<br>
405,00;"FR940719-0-00019";0,00<br>
405,00;"LA030490-0124";0,00<br>
405,00;"FT944-16191";0,00<br>
405,00;"FBIS3-39178";0,00<br>
405,00;"FR940112-0-00053";0,00<br>
405,00;"FBIS3-42550";0,00<br>
405,00;"FBIS4-50426";0,00<br>
405,00;"FR940603-2-00109";0,00<br>
405,00;"FT921-830";0,00<br>
405,00;"FT941-14251";0,00<br>
405,00;"FBIS3-6774";0,00<br>
405,00;"FBIS4-47294";0,00<br>
405,00;"LA071990-0250";0,00<br>
405,00;"FBIS3-9407";0,00<br>
405,00;"FT911-4499";0,00<br>
405,00;"LA040390-0016";0,00<br>
405,00;"FR941130-0-00140";0,00<br>
405,00;"FR940503-2-00021";0,00<br>
405,00;"FR941222-0-00022";0,00<br>
405,00;"FT941-6943";0,00<br>
405,00;"LA051290-0134";0,00<br>
405,00;"FBIS3-54889";0,00<br>
405,00;"FBIS3-31431";0,00<br>
405,00;"FT924-12960";0,00<br>
405,00;"FBIS3-15048";0,00<br>
405,00;"FBIS3-466";0,00<br>
405,00;"LA012289-0015";0,00<br>
405,00;"FT944-864";0,00<br>
405,00;"FR941006-1-00129";0,00<br>
405,00;"FT931-17077";0,00<br>
405,00;"LA010889-0109";0,00<br>
405,00;"FT942-16638";0,00<br>
405,00;"LA041689-0100";0,00<br>
405,00;"FT933-16663";0,00<br>
405,00;"LA021589-0091";0,00<br>
405,00;"FT921-6788";0,00<br>
405,00;"FBIS3-8104";0,00<br>
405,00;"FBIS4-45141";0,00<br>
405,00;"FBIS3-42518";0,00<br>
405,00;"FBIS3-2493";0,00<br>
405,00;"FR940811-2-00104";0,00<br>
405,00;"FBIS3-21081";0,00<br>
405,00;"FR940527-1-00149";0,00<br>
405,00;"FBIS4-68287";0,00<br>
405,00;"FT922-13455";0,00<br>
405,00;"FBIS3-23604";0,00<br>
405,00;"LA031890-0075";0,00<br>
405,00;"LA071089-0029";0,00<br>
405,00;"FR940208-0-00075";0,00<br>
405,00;"FBIS3-1067";0,00<br>
405,00;"FBIS4-66312";0,00<br>
405,00;"FR940328-2-00119";0,00<br>
405,00;"FBIS4-31159";0,00<br>
405,00;"FBIS4-22629";0,00<br>
405,00;"FR941027-1-00030";0,00<br>
405,00;"LA101089-0028";0,00<br>
405,00;"LA092290-0181";0,00<br>
405,00;"LA110289-0084";0,00<br>
405,00;"LA101890-0240";0,00<br>
405,00;"LA090990-0056";0,00<br>
405,00;"LA122090-0004";0,00<br>
405,00;"LA111890-0012";0,00<br>
410,00;"FT921-6893";0,00<br>
410,00;"FBIS4-8935";0,00<br>
410,00;"FBIS3-48945";0,00<br>
410,00;"FBIS4-65146";0,00<br>
410,00;"FBIS4-19003";0,00<br>
410,00;"FT923-7130";0,00<br>
410,00;"FBIS4-39534";0,00<br>
410,00;"FT923-3029";0,00<br>
410,00;"FBIS3-36896";0,00<br>
410,00;"FBIS3-20176";0,00<br>
410,00;"FBIS4-19249";0,00<br>
410,00;"FBIS3-9862";0,00<br>
410,00;"FT924-5835";0,00<br>
410,00;"FR940825-2-00063";0,00<br>
410,00;"FBIS3-10317";0,00<br>
410,00;"FBIS4-42152";0,00<br>
410,00;"FBIS3-60809";0,00<br>
410,00;"FT922-2968";0,00<br>
410,00;"FT924-6931";0,00<br>
410,00;"FR940707-2-00063";0,00<br>
410,00;"FR941221-2-00045";0,00<br>
410,00;"FR940216-2-00010";0,00<br>
410,00;"FT924-4955";0,00<br>
410,00;"FT932-1167";0,00<br>
410,00;"FR940527-2-00066";0,00<br>
410,00;"FT911-286";0,00<br>
410,00;"FR940119-2-00052";0,00<br>
410,00;"FR940921-2-00030";0,00<br>
410,00;"FBIS3-20175";0,00<br>
410,00;"FBIS4-53078";0,00<br>
410,00;"FBIS3-58351";0,00<br>
410,00;"FT931-16993";0,00<br>
410,00;"FT924-1888";0,00<br>
410,00;"FT923-3617";0,00<br>
410,00;"FBIS3-30234";0,00<br>
410,00;"FR940504-2-00066";0,00<br>
410,00;"FBIS4-56192";0,00<br>
410,00;"FR940412-1-00004";0,00<br>
410,00;"FT931-13741";0,00<br>
410,00;"FBIS3-34231";0,00<br>
410,00;"FBIS3-21771";0,00<br>
410,00;"FBIS3-19047";0,00<br>
410,00;"FBIS3-38434";0,00<br>
410,00;"FT911-1963";0,00<br>
410,00;"FR940805-2-00013";0,00<br>
410,00;"FBIS4-33420";0,00<br>
410,00;"FBIS3-24002";0,00<br>
410,00;"FT924-13885";0,00<br>
410,00;"FT911-808";0,00<br>
410,00;"FBIS3-40050";0,00<br>
410,00;"FR941017-0-00007";0,00<br>
410,00;"FR941122-2-00010";0,00<br>
410,00;"FBIS3-39353";0,00<br>
410,00;"FBIS4-25841";0,00<br>
410,00;"FBIS3-17073";0,00<br>
410,00;"FBIS4-46886";0,00<br>
410,00;"FBIS4-44440";0,00<br>
410,00;"FT931-9309";0,00<br>
410,00;"FBIS4-43160";0,00<br>
410,00;"FBIS4-22175";0,00<br>
410,00;"FBIS4-16582";0,00<br>
410,00;"FBIS3-54575";0,00<br>
410,00;"FBIS4-59607";0,00<br>
410,00;"FBIS3-1991";0,00<br>
410,00;"FBIS4-50901";0,00<br>
410,00;"FBIS3-42470";0,00<br>
410,00;"FBIS3-43214";0,00<br>
410,00;"FR940314-1-00041";0,00<br>
410,00;"FBIS4-68275";0,00<br>
410,00;"FBIS3-40450";0,00<br>
410,00;"FT942-5680";0,00<br>
410,00;"FT944-4735";0,00<br>
410,00;"LA012389-0078";0,00<br>
410,00;"FT943-3979";0,00<br>
410,00;"FT944-16556";0,00<br>
410,00;"FT941-16021";0,00<br>
410,00;"FT934-2699";0,00<br>
410,00;"FT942-14360";0,00<br>
410,00;"FT944-9461";0,00<br>
410,00;"FT933-9232";0,00<br>
410,00;"FT941-16995";0,00<br>
410,00;"FT932-17156";0,00<br>
410,00;"FT933-13262";0,00<br>
410,00;"FT941-12741";0,00<br>
410,00;"FT944-2695";0,00<br>
410,00;"FT932-6660";0,00<br>
410,00;"LA121589-0087";0,00<br>
410,00;"LA031590-0102";0,00<br>
410,00;"LA070190-0033";0,00<br>
410,00;"FT932-2810";0,00<br>
410,00;"FT942-11338";0,00<br>
410,00;"LA030490-0051";0,00<br>
410,00;"FT933-14918";0,00<br>
410,00;"FT944-1628";0,00<br>
410,00;"LA082889-0062";0,00<br>
410,00;"LA103089-0062";0,00<br>
410,00;"FT941-12257";0,00<br>
410,00;"FT942-13390";0,00<br>
410,00;"LA060390-0066";0,00<br>
392,00;"FT921-14377";0,00<br>
392,00;"FT921-7327";0,00<br>
402,00;"LA071689-0207";0,00<br>
402,00;"LA072989-0066";0,00<br>
402,00;"FT943-16744";0,00<br>
402,00;"LA081490-0123";0,00<br>
402,00;"LA041990-0068";0,00<br>
402,00;"LA112090-0153";0,00<br>
402,00;"LA013190-0169";0,00<br>
355,00;"FBIS3-37488";0,00<br>
355,00;"FBIS3-15989";0,00<br>
355,00;"FBIS4-38318";0,00<br>
355,00;"FBIS3-40462";0,00<br>
355,00;"FBIS3-55841";0,00<br>
355,00;"FBIS3-32846";0,00<br>
355,00;"FBIS4-44573";0,00<br>
355,00;"FBIS4-33349";0,00<br>
355,00;"FBIS4-53495";0,00<br>
355,00;"FBIS3-26372";0,00<br>
355,00;"FBIS3-23687";0,00<br>
355,00;"FBIS3-45830";0,00<br>
355,00;"FBIS3-44446";0,00<br>
355,00;"FBIS4-26235";0,00<br>
355,00;"FBIS3-22378";0,00<br>
355,00;"FBIS3-21042";0,00<br>
355,00;"FBIS4-60080";0,00<br>
355,00;"FBIS3-41247";0,00<br>
355,00;"FBIS4-21526";0,00<br>
355,00;"FBIS4-46671";0,00<br>
355,00;"FBIS4-66381";0,00<br>
392,00;"FT932-469";0,00<br>
392,00;"FBIS4-24866";0,00<br>
392,00;"FT923-10783";0,00<br>
392,00;"FBIS3-26966";0,00<br>
358,00;"FT932-8685";0,00<br>
358,00;"FT931-15353";0,00<br>
358,00;"FT941-11441";0,00<br>
358,00;"FT934-11665";0,00<br>
358,00;"FT942-16385";0,00<br>
358,00;"FT943-5174";0,00<br>
358,00;"LA033190-0009";0,00<br>
358,00;"FBIS4-58009";0,00<br>
358,00;"FT921-13370";0,00<br>
358,00;"FBIS4-42634";0,00<br>
358,00;"LA010289-0077";0,00<br>
358,00;"LA012590-0070";0,00<br>
358,00;"FBIS4-68543";0,00<br>
358,00;"LA021590-0126";0,00<br>
358,00;"LA022489-0013";0,00<br>
358,00;"FR941216-2-00089";0,00<br>
358,00;"LA020489-0029";0,00<br>
358,00;"FT922-12193";0,00<br>
358,00;"FR940114-1-00033";0,00<br>
358,00;"LA011390-0094";0,00<br>
358,00;"FR941103-0-00103";0,00<br>
358,00;"FR940617-2-00166";0,00<br>
358,00;"LA032089-0102";0,00<br>
358,00;"FT944-2585";0,00<br>
358,00;"FT924-3717";0,00<br>
358,00;"LA041689-0062";0,00<br>
358,00;"LA030690-0135";0,00<br>
358,00;"FR941202-0-00158";0,00<br>
358,00;"FR941017-1-00010";0,00<br>
358,00;"FR940628-1-00080";0,00<br>
358,00;"FR941003-0-00091";0,00<br>
358,00;"FT923-14027";0,00<br>
358,00;"FR941202-0-00142";0,00<br>
358,00;"LA050989-0064";0,00<br>
358,00;"LA011890-0129";0,00<br>
358,00;"FR940525-1-00066";0,00<br>
358,00;"FR940803-0-00103";0,00<br>
358,00;"FBIS3-59569";0,00<br>
358,00;"LA042590-0009";0,00<br>
358,00;"LA031689-0144";0,00<br>
358,00;"FR940819-1-00029";0,00<br>
358,00;"LA011890-0114";0,00<br>
358,00;"FBIS4-12971";0,00<br>
358,00;"FBIS4-21783";0,00<br>
358,00;"LA010789-0106";0,00<br>
358,00;"FR940216-2-00036";0,00<br>
358,00;"FBIS3-24469";0,00<br>
358,00;"FBIS3-42399";0,00<br>
358,00;"LA082389-0083";0,00<br>
358,00;"LA102989-0075";0,00<br>
358,00;"LA072290-0140";0,00<br>
358,00;"LA102189-0080";0,00<br>
358,00;"LA111889-0143";0,00<br>
358,00;"LA081389-0193";0,00<br>
358,00;"LA053090-0124";0,00<br>
358,00;"LA090790-0048";0,00<br>
358,00;"LA061089-0012";0,00<br>
358,00;"LA051689-0139";0,00<br>
358,00;"LA091789-0110";0,00<br>
358,00;"LA122290-0005";0,00<br>
358,00;"LA080290-0163";0,00<br>
358,00;"LA071289-0040";0,00<br>
358,00;"LA112789-0021";0,00<br>
358,00;"LA052490-0120";0,00<br>
358,00;"LA063090-0105";0,00<br>
358,00;"LA062190-0067";0,00<br>
358,00;"LA092889-0071";0,00<br>
358,00;"LA110790-0112";0,00<br>
358,00;"LA090189-0150";0,00<br>
358,00;"LA120690-0182";0,00<br>
358,00;"LA122989-0132";0,00<br>
358,00;"LA100989-0084";0,00<br>
384,00;"FT942-3451";0,00<br>
384,00;"FT934-10103";0,00<br>
384,00;"FT934-4132";0,00<br>
421,00;"FT922-12311";0,00<br>
421,00;"FBIS3-22349";0,00<br>
362,00;"FT923-1313";0,00<br>
362,00;"FT944-6413";0,00<br>
362,00;"FT944-911";0,00<br>
362,00;"FT934-5640";0,00<br>
362,00;"FT931-1538";0,00<br>
362,00;"FT932-7984";0,00<br>
362,00;"FT921-11401";0,00<br>
362,00;"LA030290-0153";0,00<br>
362,00;"FBIS4-66997";0,00<br>
362,00;"FBIS3-12581";0,00<br>
362,00;"FBIS3-15362";0,00<br>
362,00;"FT921-10275";0,00<br>
362,00;"LA112190-0046";0,00<br>
362,00;"FBIS3-14581";0,00<br>
362,00;"LA042189-0112";0,00<br>
362,00;"LA030390-0133";0,00<br>
362,00;"FBIS3-14091";0,00<br>
362,00;"LA030389-0010";0,00<br>
362,00;"FBIS3-12576";0,00<br>
362,00;"FBIS3-12632";0,00<br>
362,00;"FBIS3-1223";0,00<br>
362,00;"FBIS3-1100";0,00<br>
362,00;"FBIS3-14090";0,00<br>
362,00;"FBIS3-13293";0,00<br>
362,00;"FBIS3-18120";0,00<br>
362,00;"FBIS3-18464";0,00<br>
362,00;"FBIS3-12502";0,00<br>
362,00;"FBIS4-49357";0,00<br>
362,00;"LA030589-0100";0,00<br>
362,00;"LA030289-0204";0,00<br>
362,00;"FBIS4-2979";0,00<br>
362,00;"FBIS3-12341";0,00<br>
362,00;"FT931-14021";0,00<br>
362,00;"FT922-8289";0,00<br>
362,00;"FBIS3-15892";0,00<br>
362,00;"FT944-6268";0,00<br>
362,00;"FBIS3-14299";0,00<br>
362,00;"FBIS3-15009";0,00<br>
362,00;"LA031289-0019";0,00<br>
362,00;"FBIS4-49307";0,00<br>
362,00;"LA082089-0174";0,00<br>
362,00;"FBIS3-15152";0,00<br>
362,00;"FT944-918";0,00<br>
362,00;"FT923-12234";0,00<br>
362,00;"FBIS4-30299";0,00<br>
362,00;"FBIS3-1819";0,00<br>
362,00;"LA031190-0058";0,00<br>
362,00;"FBIS3-10614";0,00<br>
362,00;"FBIS3-10854";0,00<br>
362,00;"LA010189-0185";0,00<br>
362,00;"LA121389-0163";0,00<br>
362,00;"FBIS4-23764";0,00<br>
362,00;"FBIS3-11220";0,00<br>
362,00;"FT922-9882";0,00<br>
362,00;"FT944-5954";0,00<br>
362,00;"FT944-6271";0,00<br>
362,00;"FBIS4-2990";0,00<br>
362,00;"FBIS3-1702";0,00<br>
362,00;"FBIS4-15399";0,00<br>
362,00;"FBIS3-18448";0,00<br>
362,00;"LA031689-0052";0,00<br>
362,00;"FT932-7056";0,00<br>
362,00;"FT932-4054";0,00<br>
362,00;"LA092089-0036";0,00<br>
362,00;"FBIS4-66986";0,00<br>
362,00;"LA041790-0097";0,00<br>
362,00;"FBIS3-16567";0,00<br>
362,00;"FBIS3-14014";0,00<br>
362,00;"FBIS3-10772";0,00<br>
362,00;"LA112190-0033";0,00<br>
362,00;"LA030389-0064";0,00<br>
362,00;"LA092189-0134";0,00<br>
362,00;"LA092189-0095";0,00<br>
362,00;"FBIS3-12347";0,00<br>
362,00;"LA072090-0077";0,00<br>
362,00;"FBIS3-12852";0,00<br>
362,00;"LA072990-0056";0,00<br>
362,00;"LA030290-0058";0,00<br>
362,00;"FBIS3-13997";0,00<br>
362,00;"LA013189-0055";0,00<br>
362,00;"LA081390-0024";0,00<br>
362,00;"LA092390-0194";0,00<br>
362,00;"LA080590-0260";0,00<br>
362,00;"LA073089-0118";0,00<br>
362,00;"FBIS3-17354";0,00<br>
362,00;"FR940822-0-00077";0,00<br>
362,00;"FR940831-1-00024";0,00<br>
362,00;"FBIS3-14832";0,00<br>
362,00;"FR940822-0-00067";0,00<br>
362,00;"FR940902-1-00048";0,00<br>
421,00;"FBIS3-60304";0,00<br>
421,00;"FBIS3-41480";0,00<br>
421,00;"FBIS3-50156";0,00<br>
421,00;"FR940627-2-00015";0,00<br>
421,00;"FBIS3-60353";0,00<br>
421,00;"FR940504-2-00019";0,00<br>
421,00;"FR940602-2-00104";0,00<br>
421,00;"FR940511-1-00096";0,00<br>
421,00;"FR940304-0-00128";0,00<br>
421,00;"FBIS3-22136";0,00<br>
421,00;"FBIS3-21587";0,00<br>
421,00;"FR941206-0-00195";0,00<br>
421,00;"FR941116-2-00019";0,00<br>
421,00;"FBIS4-45728";0,00<br>
421,00;"FBIS4-5207";0,00<br>
421,00;"FBIS3-41576";0,00<br>
421,00;"FT921-182";0,00<br>
421,00;"FR940919-0-00121";0,00<br>
421,00;"FBIS4-21400";0,00<br>
421,00;"FR940727-1-00036";0,00<br>
421,00;"FR940214-2-00221";0,00<br>
421,00;"FR941206-0-00155";0,00<br>
421,00;"FR940324-0-00052";0,00<br>
421,00;"FR940919-0-00092";0,00<br>
421,00;"FR940810-2-00046";0,00<br>
421,00;"FBIS4-29392";0,00<br>
421,00;"FT911-2506";0,00<br>
421,00;"FBIS4-47169";0,00<br>
421,00;"FR941222-0-00083";0,00<br>
421,00;"FBIS3-23882";0,00<br>
421,00;"FT911-4490";0,00<br>
421,00;"FBIS4-18963";0,00<br>
421,00;"FBIS4-20686";0,00<br>
421,00;"FBIS4-22311";0,00<br>
421,00;"FBIS3-42972";0,00<br>
421,00;"FBIS4-22959";0,00<br>
421,00;"FBIS4-11145";0,00<br>
421,00;"FBIS3-30075";0,00<br>
421,00;"FBIS3-29";0,00<br>
421,00;"FT934-12";0,00<br>
421,00;"LA032790-0144";0,00<br>
421,00;"FT941-15006";0,00<br>
421,00;"FT941-6688";0,00<br>
421,00;"LA050289-0063";0,00<br>
421,00;"FT923-15228";0,00<br>
421,00;"FT931-5585";0,00<br>
421,00;"LA071590-0142";0,00<br>
421,00;"FT934-16581";0,00<br>
421,00;"FT933-15582";0,00<br>
421,00;"FT942-1929";0,00<br>
421,00;"FT932-7909";0,00<br>
421,00;"FT931-14481";0,00<br>
421,00;"LA093090-0238";0,00<br>
421,00;"LA011190-0133";0,00<br>
421,00;"FT922-6103";0,00<br>
421,00;"FT924-8551";0,00<br>
421,00;"LA082490-0086";0,00<br>
421,00;"LA112790-0151";0,00<br>
421,00;"FT932-2376";0,00<br>
421,00;"LA073189-0033";0,00<br>
360,00;"FBIS4-21124";0,00<br>
388,00;"FT922-13875";0,00<br>
365,00;"FT923-8678";0,00<br>
365,00;"FT923-466";0,00<br>
365,00;"FT921-15911";0,00<br>
365,00;"FT933-10263";0,00<br>
365,00;"FT933-13616";0,00<br>
365,00;"FT924-12925";0,00<br>
365,00;"FBIS4-35906";0,00<br>
365,00;"FT934-9326";0,00<br>
365,00;"FBIS3-53959";0,00<br>
365,00;"FT911-2682";0,00<br>
365,00;"FBIS4-54053";0,00<br>
365,00;"FBIS4-14223";0,00<br>
365,00;"FBIS4-65364";0,00<br>
365,00;"FBIS4-11956";0,00<br>
365,00;"FBIS4-59017";0,00<br>
365,00;"FBIS3-33263";0,00<br>
365,00;"FBIS3-30115";0,00<br>
365,00;"FR940907-2-00032";0,00<br>
365,00;"FBIS4-33110";0,00<br>
365,00;"FBIS3-22524";0,00<br>
365,00;"FBIS3-3524";0,00<br>
365,00;"FT921-12922";0,00<br>
365,00;"FT922-9268";0,00<br>
365,00;"FT932-11369";0,00<br>
365,00;"FBIS4-26327";0,00<br>
365,00;"FBIS4-67052";0,00<br>
365,00;"FR940505-2-00127";0,00<br>
365,00;"FT931-3605";0,00<br>
365,00;"FR940607-2-00118";0,00<br>
365,00;"FR940523-2-00117";0,00<br>
365,00;"FR941125-2-00174";0,00<br>
365,00;"FR940414-2-00130";0,00<br>
365,00;"FBIS4-26978";0,00<br>
365,00;"FBIS4-20451";0,00<br>
365,00;"FR940228-2-00035";0,00<br>
365,00;"FBIS4-26065";0,00<br>
365,00;"FT922-12161";0,00<br>
365,00;"FBIS4-26604";0,00<br>
365,00;"FT921-7575";0,00<br>
365,00;"FT931-10901";0,00<br>
365,00;"FBIS3-51550";0,00<br>
365,00;"FBIS3-59742";0,00<br>
365,00;"FT933-8944";0,00<br>
365,00;"FT932-3104";0,00<br>
365,00;"FBIS4-3447";0,00<br>
365,00;"FR940825-2-00041";0,00<br>
365,00;"FBIS4-24987";0,00<br>
365,00;"FBIS4-21510";0,00<br>
365,00;"FR940204-0-00047";0,00<br>
365,00;"FT924-6482";0,00<br>
365,00;"FBIS4-10742";0,00<br>
365,00;"FR940126-2-00024";0,00<br>
365,00;"FBIS3-12911";0,00<br>
365,00;"FT921-4831";0,00<br>
365,00;"FT924-2792";0,00<br>
365,00;"FR940324-0-00027";0,00<br>
365,00;"FT922-5105";0,00<br>
365,00;"FT933-283";0,00<br>
365,00;"FT924-2561";0,00<br>
365,00;"FR940722-0-00126";0,00<br>
365,00;"FBIS3-11502";0,00<br>
365,00;"FBIS4-4127";0,00<br>
365,00;"FBIS3-21242";0,00<br>
365,00;"FT922-2093";0,00<br>
365,00;"FBIS3-41235";0,00<br>
365,00;"FBIS3-14704";0,00<br>
365,00;"FR940706-2-00046";0,00<br>
365,00;"FBIS3-21198";0,00<br>
365,00;"FBIS3-10505";0,00<br>
365,00;"FR940928-1-00051";0,00<br>
365,00;"FBIS4-44914";0,00<br>
365,00;"FR941213-0-00084";0,00<br>
365,00;"FBIS3-42766";0,00<br>
365,00;"FR941102-1-00119";0,00<br>
365,00;"FR941019-0-00079";0,00<br>
365,00;"FBIS3-61335";0,00<br>
365,00;"FR940406-0-00190";0,00<br>
365,00;"FBIS4-68275";0,00<br>
365,00;"FR940803-2-00061";0,00<br>
365,00;"FR940104-0-00034";0,00<br>
365,00;"FBIS3-40450";0,00<br>
365,00;"FBIS3-24469";0,00<br>
365,00;"FBIS4-46649";0,00<br>
365,00;"FT944-357";0,00<br>
365,00;"LA100190-0096";0,00<br>
365,00;"FT944-566";0,00<br>
365,00;"FT944-347";0,00<br>
365,00;"LA111589-0167";0,00<br>
365,00;"LA032990-0195";0,00<br>
365,00;"LA072089-0132";0,00<br>
365,00;"FT941-14921";0,00<br>
365,00;"LA110889-0082";0,00<br>
365,00;"LA092389-0026";0,00<br>
365,00;"FT944-13924";0,00<br>
365,00;"LA120290-0181";0,00<br>
365,00;"FT944-270";0,00<br>
365,00;"FT942-1951";0,00<br>
365,00;"FT944-435";0,00<br>
365,00;"LA021989-0127";0,00<br>
365,00;"LA070489-0065";0,00<br>
365,00;"LA080789-0049";0,00<br>
365,00;"LA091789-0200";0,00<br>
365,00;"LA112289-0051";0,00<br>
365,00;"LA042889-0073";0,00<br>
365,00;"LA112089-0046";0,00<br>
365,00;"LA122790-0223";0,00<br>
365,00;"LA012489-0152";0,00<br>
365,00;"LA101089-0130";0,00<br>
365,00;"LA081589-0029";0,00<br>
365,00;"LA041390-0015";0,00<br>
365,00;"LA071490-0059";0,00<br>
365,00;"LA032290-0161";0,00<br>
365,00;"LA090790-0020";0,00<br>
365,00;"LA121490-0015";0,00<br>
365,00;"FT943-10291";0,00<br>
365,00;"LA040789-0166";0,00<br>
365,00;"LA020690-0020";0,00<br>
365,00;"LA120990-0101";0,00<br>
365,00;"LA083189-0010";0,00<br>
365,00;"LA112490-0046";0,00<br>
365,00;"LA110290-0136";0,00<br>
365,00;"LA052590-0140";0,00<br>
365,00;"LA011890-0116";0,00<br>
365,00;"LA012789-0047";0,00<br>
365,00;"LA101590-0112";0,00<br>
365,00;"LA112989-0051";0,00<br>
365,00;"LA052890-0033";0,00<br>
365,00;"LA010689-0143";0,00<br>
365,00;"LA030290-0035";0,00<br>
365,00;"LA040590-0026";0,00<br>
365,00;"LA100689-0024";0,00<br>
365,00;"LA042189-0001";0,00<br>
365,00;"LA011190-0105";0,00<br>
365,00;"LA061589-0172";0,00<br>
365,00;"LA102289-0081";0,00<br>
365,00;"LA122190-0150";0,00<br>
365,00;"LA020289-0004";0,00<br>
365,00;"LA031489-0082";0,00<br>
365,00;"LA052089-0084";0,00<br>
365,00;"LA120690-0210";0,00<br>
365,00;"LA030789-0117";0,00<br>
365,00;"LA021189-0144";0,00<br>
365,00;"FT943-7492";0,00<br>
365,00;"LA101389-0091";0,00<br>
365,00;"FT942-10710";0,00<br>
365,00;"LA060589-0011";0,00<br>
365,00;"LA060189-0193";0,00<br>
365,00;"LA031590-0128";0,00<br>
365,00;"LA050989-0104";0,00<br>
365,00;"LA062289-0123";0,00<br>
365,00;"LA120589-0073";0,00<br>
365,00;"LA022489-0080";0,00<br>
365,00;"LA021590-0172";0,00<br>
365,00;"LA070990-0030";0,00<br>
365,00;"LA051390-0195";0,00<br>
365,00;"LA072790-0128";0,00<br>
365,00;"LA011490-0143";0,00<br>
365,00;"LA091289-0144";0,00<br>
365,00;"LA082089-0179";0,00<br>
365,00;"FT941-4098";0,00<br>
365,00;"LA022790-0002";0,00<br>
365,00;"LA102590-0193";0,00<br>
365,00;"LA050390-0216";0,00<br>
365,00;"LA062589-0154";0,00<br>
365,00;"LA102890-0124";0,00<br>
377,00;"FT911-2607";0,00<br>
377,00;"FT923-8181";0,00<br>
377,00;"FBIS4-39052";0,00<br>
377,00;"LA050890-0055";0,00<br>
377,00;"FT924-9418";0,00<br>
377,00;"FT933-5451";0,00<br>
377,00;"LA041290-0239";0,00<br>
377,00;"FBIS3-39801";0,00<br>
377,00;"FT934-14493";0,00<br>
377,00;"LA092290-0004";0,00<br>
377,00;"FT942-5975";0,00<br>
377,00;"FT932-1623";0,00<br>
377,00;"FT944-4289";0,00<br>
377,00;"LA111089-0008";0,00<br>
377,00;"LA090590-0146";0,00<br>
377,00;"FBIS3-10006";0,00<br>
377,00;"FT924-2275";0,00<br>
377,00;"LA011289-0075";0,00<br>
377,00;"FT934-8303";0,00<br>
377,00;"FT944-9687";0,00<br>
377,00;"LA030389-0101";0,00<br>
377,00;"FT922-15267";0,00<br>
377,00;"FT941-15836";0,00<br>
377,00;"FT922-991";0,00<br>
377,00;"FT921-14446";0,00<br>
377,00;"LA102490-0091";0,00<br>
377,00;"LA032589-0121";0,00<br>
377,00;"FT932-8516";0,00<br>
377,00;"LA020389-0136";0,00<br>
377,00;"LA121190-0080";0,00<br>
377,00;"FR941013-2-00055";0,00<br>
377,00;"LA052590-0161";0,00<br>
377,00;"LA022389-0075";0,00<br>
377,00;"LA112889-0061";0,00<br>
377,00;"LA062590-0074";0,00<br>
377,00;"LA081790-0186";0,00<br>
377,00;"FT943-16455";0,00<br>
377,00;"FT944-12937";0,00<br>
377,00;"FT942-12146";0,00<br>
377,00;"LA071390-0120";0,00<br>
377,00;"FR940405-1-00062";0,00<br>
377,00;"LA072790-0046";0,00<br>
377,00;"LA100889-0039";0,00<br>
377,00;"FT931-3048";0,00<br>
377,00;"FR940104-0-00034";0,00<br>
378,00;"FBIS4-59950";0,00<br>
378,00;"FT921-8098";0,00<br>
